study id	Exclude	Exclude Reason	study name	study identifier	study published	experiment id	experiment name	chemical	animal group id	animal group name	lifestage exposed	lifestage assessed	species	species strain	strain.abbr	generation	animal description	animal description (with N)	sex	route	treatment period	duration exposure	endpoint id	endpoint name	system	organ	effect	effect subtype	diagnostic	tags	observation time	data type	doses	dose units	response units	expected adversity direction	maximum endpoint change	low_dose	NOEL	LOEL	FEL	high_dose	key	dose index	dose	N	incidence	response	stdev	lower_ci	upper_ci	pairwise significant	percent control mean	percent control low	percent control high
211461	FALSE		Furr et al. 2014		FALSE	1381	Developmental toxicity: DEHP (Block 32)	DEHP	2571	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24755	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-88.31775701	100				900	38956	3	600	3		1.62	0.277128129	0.93	2.31	TRUE	-84.85981308	-91.87960592	-77.84002025
211461	FALSE		Furr et al. 2014		FALSE	1381	Developmental toxicity: DEHP (Block 32)	DEHP	2571	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24755	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-88.31775701	100				900	38957	4	900	2		1.25	0.296984848	-1.42	3.92	TRUE	-88.31775701	-94.56449273	-82.07102129
211461	FALSE		Furr et al. 2014		FALSE	1382	Developmental toxicity: BzBP (Block 36)	BzBP	2572	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24756	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-85.12467756	100				900	38958	0	0	3		11.63	0.225166605	11.07	12.19	FALSE	0	-3.098380187	3.098380187
211461	FALSE		Furr et al. 2014		FALSE	1382	Developmental toxicity: BzBP (Block 36)	BzBP	2572	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24756	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-85.12467756	100				900	38959	1	100	2		5.43	0.820243866	-1.94	12.8	TRUE	-53.31040413	-63.13850253	-43.48230572
211461	FALSE		Furr et al. 2014		FALSE	1382	Developmental toxicity: BzBP (Block 36)	BzBP	2572	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24756	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-85.12467756	100				900	38960	2	300	2		3.81	0.296984848	1.14	6.48	TRUE	-67.23989682	-70.85106517	-63.62872847
211461	FALSE		Furr et al. 2014		FALSE	1382	Developmental toxicity: BzBP (Block 36)	BzBP	2572	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24756	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-85.12467756	100				900	38961	3	600	3		2.77	1.143153533	-0.07	5.61	TRUE	-76.18228719	-87.31747855	-65.04709583
211461	FALSE		Furr et al. 2014		FALSE	1382	Developmental toxicity: BzBP (Block 36)	BzBP	2572	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24756	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 100.0, 300.0, 600.0, 900.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-85.12467756	100				900	38962	4	900	3		1.73	0.155884573	1.34	2.12	TRUE	-85.12467756	-86.67606202	-83.5732931
211461	FALSE		Furr et al. 2014		FALSE	1383	Developmental toxicity:BzBP (Block 37)	BzBP	2573	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3-4)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24757	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-11.97440585	11				100	38963	0	0	4		10.94	3.24	5.78	16.1	FALSE	0	-41.0458035	41.0458035
211461	FALSE		Furr et al. 2014		FALSE	1383	Developmental toxicity:BzBP (Block 37)	BzBP	2573	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3-4)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24757	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-11.97440585	11				100	38964	1	11	3		12.17	0.53693575	10.84	13.5	FALSE	11.24314442	-21.51801062	44.00429947
211461	FALSE		Furr et al. 2014		FALSE	1383	Developmental toxicity:BzBP (Block 37)	BzBP	2573	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3-4)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24757	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-11.97440585	11				100	38965	2	33	4		10	3.3	4.75	15.25	FALSE	-8.592321755	-48.31266134	31.12801783
211461	FALSE		Furr et al. 2014		FALSE	1383	Developmental toxicity:BzBP (Block 37)	BzBP	2573	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3-4)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24757	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-11.97440585	11				100	38966	3	100	4		9.63	2.16	6.19	13.07	FALSE	-11.97440585	-44.02293883	20.07412713
211461	FALSE		Furr et al. 2014		FALSE	1384	Developmental toxicity: DPP (Block 40)	DPP	2574	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24758	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-86.7881549	11				300	38967	0	0	3		8.78	2.078460969	3.62	13.94	FALSE	0	-37.88417197	37.88417197
211461	FALSE		Furr et al. 2014		FALSE	1384	Developmental toxicity: DPP (Block 40)	DPP	2574	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24758	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-86.7881549	11				300	38968	1	11	3		6.81	2.355589098	0.96	12.66	FALSE	-22.43735763	-59.22638808	14.35167282
211461	FALSE		Furr et al. 2014		FALSE	1384	Developmental toxicity: DPP (Block 40)	DPP	2574	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24758	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-86.7881549	11				300	38969	2	33	2		5	2.064751801	-13.55	23.55	TRUE	-43.0523918	-79.03817556	-7.066608038
211461	FALSE		Furr et al. 2014		FALSE	1384	Developmental toxicity: DPP (Block 40)	DPP	2574	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24758	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-86.7881549	11				300	38970	3	100	3		2.38	0.051961524	2.25	2.51	TRUE	-72.8929385	-80.18523708	-65.60063991
211461	FALSE		Furr et al. 2014		FALSE	1384	Developmental toxicity: DPP (Block 40)	DPP	2574	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24758	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-86.7881549	11				300	38971	4	300	3		1.16	0.467653718	0	2.32	TRUE	-86.7881549	-93.77777359	-79.7985362
211461	FALSE		Furr et al. 2014		FALSE	1385	Developmental toxicity: DPP (Block 42)	DPP	2575	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24759	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-90.6323185	11				300	38972	0	0	3		8.54	5.022947342	-3.94	21.02	FALSE	0	-94.1263453	94.1263453
211461	FALSE		Furr et al. 2014		FALSE	1385	Developmental toxicity: DPP (Block 42)	DPP	2575	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24759	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-90.6323185	11				300	38973	1	11	3		9.57	1.784012332	5.14	14	FALSE	12.06088993	-66.18046328	90.30224314
211461	FALSE		Furr et al. 2014		FALSE	1385	Developmental toxicity: DPP (Block 42)	DPP	2575	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24759	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-90.6323185	11				300	38974	2	33	3		3.28	1.247076581	0.18	6.38	TRUE	-61.59250585	-92.03146292	-31.15354879
211461	FALSE		Furr et al. 2014		FALSE	1385	Developmental toxicity: DPP (Block 42)	DPP	2575	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24759	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-90.6323185	11				300	38975	3	100	3		1.96	0.346410162	1.1	2.82	TRUE	-77.04918033	-92.9993964	-61.09896426
211461	FALSE		Furr et al. 2014		FALSE	1385	Developmental toxicity: DPP (Block 42)	DPP	2575	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24759	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-90.6323185	11				300	38976	4	300	3		0.8	0.588897275	-0.66	2.26	TRUE	-90.6323185	-100.6205579	-80.64407914
211461	FALSE		Furr et al. 2014		FALSE	1386	Developmental toxicity: DPP (Block 47)	DPP	2576	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24760	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-85.19021739	11				300	38977	0	0	3		7.36	1.541525219	3.53	11.19	FALSE	0	-33.51839862	33.51839862
211461	FALSE		Furr et al. 2014		FALSE	1386	Developmental toxicity: DPP (Block 47)	DPP	2576	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24760	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-85.19021739	11				300	38978	1	11	3		6.34	0.640858799	4.75	7.93	FALSE	-13.85869565	-36.52843711	8.811045808
211461	FALSE		Furr et al. 2014		FALSE	1386	Developmental toxicity: DPP (Block 47)	DPP	2576	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24760	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-85.19021739	11				300	38979	2	33	3		5.29	1.056550993	2.67	7.91	TRUE	-28.125	-51.66395596	-4.586044043
211461	FALSE		Furr et al. 2014		FALSE	1386	Developmental toxicity: DPP (Block 47)	DPP	2576	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24760	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-85.19021739	11				300	38980	3	100	3		3.89	0.90066642	1.65	6.13	TRUE	-47.14673913	-65.81979293	-28.47368533
211461	FALSE		Furr et al. 2014		FALSE	1386	Developmental toxicity: DPP (Block 47)	DPP	2576	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24760	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-85.19021739	11				300	38981	4	300	3		1.09	0.311769145	0.32	1.86	TRUE	-85.19021739	-91.1314371	-79.24899768
211461	FALSE		Furr et al. 2014		FALSE	1387	Developmental toxicity: DPP (Block 48)	DPP	2577	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24761	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-72.70072993	11				300	38982	0	0	2		6.85	1.074802307	-2.81	16.51	FALSE	0	-30.75346748	30.75346748
211461	FALSE		Furr et al. 2014		FALSE	1387	Developmental toxicity: DPP (Block 48)	DPP	2577	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24761	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-72.70072993	11				300	38983	1	11	3		6.11	0.935307436	3.79	8.43	FALSE	-10.80291971	-35.60153993	13.99570052
211461	FALSE		Furr et al. 2014		FALSE	1387	Developmental toxicity: DPP (Block 48)	DPP	2577	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24761	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-72.70072993	11				300	38984	2	33	3		6	0.398371686	5.01	6.99	FALSE	-12.40875912	-32.56118067	7.743662422
211461	FALSE		Furr et al. 2014		FALSE	1387	Developmental toxicity: DPP (Block 48)	DPP	2577	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24761	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-72.70072993	11				300	38985	3	100	3		3.45	0.969948452	1.04	5.86	TRUE	-49.6350365	-69.04385223	-30.22622077
211461	FALSE		Furr et al. 2014		FALSE	1387	Developmental toxicity: DPP (Block 48)	DPP	2577	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Crl:CD(SD)	SD	F1	F1 Rat, Crl:CD(SD) (♂)	F1 Rat, Crl:CD(SD) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24761	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-72.70072993	11				300	38986	4	300	3		1.87	0.415692194	0.84	2.9	TRUE	-72.70072993	-81.77816186	-63.62329799
211461	FALSE		Furr et al. 2014		FALSE	1388	Developmental toxicity: DPP (Block 52)	DPP	2578	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24763	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-80.44692737	11				300	38992	0	0	2		5.37	0.169705627	3.85	6.89	FALSE	0	-6.194097391	6.194097391
211461	FALSE		Furr et al. 2014		FALSE	1388	Developmental toxicity: DPP (Block 52)	DPP	2578	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24763	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-80.44692737	11				300	38993	1	11	2		6.18	0.240416306	4.02	8.34	FALSE	15.08379888	7.089605841	23.07799192
211461	FALSE		Furr et al. 2014		FALSE	1388	Developmental toxicity: DPP (Block 52)	DPP	2578	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24763	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-80.44692737	11				300	38994	2	33	2		3.11	0.296984848	0.44	5.78	TRUE	-42.08566108	-50.15928992	-34.01203224
211461	FALSE		Furr et al. 2014		FALSE	1388	Developmental toxicity: DPP (Block 52)	DPP	2578	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24763	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-80.44692737	11				300	38995	3	100	3		1.54	0.415692194	0.51	2.57	TRUE	-71.32216015	-80.17153103	-62.47278927
211461	FALSE		Furr et al. 2014		FALSE	1388	Developmental toxicity: DPP (Block 52)	DPP	2578	Sprague Dawley	GD 14 – 18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=2-3)	Male	oral gavage	developmental (GD 14 – 18)	GD 14 – 18	24763	Testosterone (Testes) production			Testosterone (Testes) production				GD 18 3 hr incubation	Continuous	0.0, 11.0, 33.0, 100.0, 300.0 mg/kg-day	mg/kg-day	ng/testis/3 hr	0	-80.44692737	11				300	38996	4	300	3		1.05	0.225166605	0.49	1.61	TRUE	-80.44692737	-85.26847297	-75.62538178
211467	FALSE		Hannas et al. 2012		FALSE	1389	Developmental toxicity	DiDP	2579	Sprague-Dawley rat	GD 14-18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	24785	Testosterone (Testes) production							GD 18 3 hr incubation	Continuous	0.0, 500.0, 750.0, 1000.0, 1500.0 mg/kg-day	mg/kg-day	ng/testis	0	11.58357771	500				1500	38997	0	0	3		6.82	1.281717598	3.64	10	FALSE	0	-30.07588491	30.07588491
211467	FALSE		Hannas et al. 2012		FALSE	1389	Developmental toxicity	DiDP	2579	Sprague-Dawley rat	GD 14-18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	24785	Testosterone (Testes) production							GD 18 3 hr incubation	Continuous	0.0, 500.0, 750.0, 1000.0, 1500.0 mg/kg-day	mg/kg-day	ng/testis	0	11.58357771	500				1500	38998	1	500	3		7	1.662768775	2.87	11.13	FALSE	2.639296188	-32.54089456	37.81948694
211467	FALSE		Hannas et al. 2012		FALSE	1389	Developmental toxicity	DiDP	2579	Sprague-Dawley rat	GD 14-18	GD 18	Rat	Rat Sprague-Dawley (Harlan)	SD	F1	F1 Rat, Sprague-Dawley (Harlan) (♂)	F1 Rat, Sprague-Dawley (Harlan) (♂, N=3)	Male	oral gavage	developmental (GD 14-18)	GD 14-18	24785	Testosterone (Testes) production							GD 18 3 hr incubation	Continuous	0.0, 500.0, 750.0, 1000.0, 1500.0 mg/kg-day	mg/kg-day	ng/testis	0	11.58357771	500				1500	38999	2	750	3		7.61	0.917986928	5.33	9.89	FALSE	11.58357771	-16.61451043	39.78166586
